id,block,owner_address,to_address,amount,txID
1,1,TSuf2Xb845CPkyBrMUr4K22dQCiZthN6je,TR72pYpx4Fp4k6gAn45st5wsLWwbH35brq,30.0,83a0c8b017ad885998183b157c2c75e8107df9ca1a0f9a6bbfe53bc4a532d1b0
2,1,TXW4cZyvVfiopFhaXGMyjcnY7gWg888888,TGkPon84TSQrBjaFe9GdFDytHRbvs56ah2,92.39,b868c92e5d4bfbac4bffeae324e35ed0fc317bf661c4c8189ec24a3d1a398267
3,1,TJwNGev5WYYk2VdiUXkuCvd8JEXV4uyeM8,TAg64kgo8bhDehfj5sMiQvPhb2w1LS9VfD,100.0,8974e50a338fd6e581b6be8af4b0975d2cbf247bc4bb7e1cd4d9195e3a138840
4,1,TTd9qHyjqiUkfTxe3gotbuTMpjU8LEbpkN,TFtdewM6GTpZiQviyMytCzZcUQMyDJuxV2,14999.51,5786b10add4a23767ddf6cfc2e89e4d224cd061e70f8137e3bca72bd28439004
5,1,TLL75kzk1pjVbeaxxvyp7qR13AUMWpuoT2,TYbmGZziiknvJJuxiWv4uX8eAgfQVqn6ao,141.44,2b90f1d5b8dd67a1fea8a1d4ac8b0a74e5e368f0416aa658b7a95fd9f65264b8
6,1,TNXsSmZ5yH4qh829n5NAJo3VjPRdFMK8tK,TN5hPZXri62GVZVquvdJKmwCJcbdDDxZQZ,618.0,ce73531ecec4297cfaed2d43d9299985bbcff3dd19082957164e09710eeabd21
7,1,TMfKwYzdbCUebbqTSyLzbDYGc4CM14daUp,TVSRpJjFBGKaba7Js2opsuK5dbZE7zRSnY,13.4,f9dc12ee5b37fef87eecfff3a829c72eb75cdb1c7d361d288553e21cdbcb004d
8,1,THAdC6h4bvvt5LB3miN7Z5wQQ3aJwVdzYb,TCjxg2ApddbzSRszibPKtYFr71adyivAeQ,14.0,1f0e531820fec6f315b679c668933e6fe74397823ed4f55875e9c28d3d6a2063
9,1,TER4hYXY8Q3xjJcZzPrngJVz62va3tsvFc,TWMNjX8dLciJaToqDK3pLbxYrjJKqFfFFF,30.0,356a012068f26711add4b3b23e6b64fe1b20d8b116ef602526702f3975717b03
10,1,TTF1iRtfXEvmd979qUtW564Cvz8S6s1tte,TWMNjX8dLciJaToqDK3pLbxYrjJKqFfFFF,33.24,1b9d94ec00bacbf43cfce84f4afaade944dce6930e5755cd041104e12ea4661e
11,1,TJmgQYg5XyxDazRjASZbaW6JPDf7qtRKjd,TWMNjX8dLciJaToqDK3pLbxYrjJKqFfFFF,16.6,87920a3b184190281d41136d2beb8025d1178948781f5eeae3af14a2b78fff9a
12,1,TJDa1Ni4tzMHYR18B2GrVJ3QE6STCmFPJJ,TWMNjX8dLciJaToqDK3pLbxYrjJKqFfFFF,16.6,ae820c3654b3d89191aa0ae5f4853fc1929d3b1a08e3eeabc9a01d473072a551
13,1,TWdoM3tiRF9ZLYxW6H62j1jWMKGrVGahGA,TNNJ58PsYixqmMtgCbfNfW5heMiFXYDVjG,1333.81,a23a344b19f738d66cbe5e1f59517ac34fa1fe0710ffc57bc7d3158f88bc7855
14,1,TTTn1rFu4yE39my6HndKpj81Azj2sXL79G,TWMNjX8dLciJaToqDK3pLbxYrjJKqFfFFF,29.83,37c18d6e5a0a9a6063306fb41efb745c269f341ba6008caaf74b0da26b3ff210
15,1,TYhbtdDe7G7LS1QtzSbkC9saw5jMMu1vAA,TWMNjX8dLciJaToqDK3pLbxYrjJKqFfFFF,19.94,5b0eafe4e52c45c7105c5539c567064bfa321a1a89edbd689644206eca4c4730
16,1,TNXsSmZ5yH4qh829n5NAJo3VjPRdFMK8tK,TDkCpTBYkomALUQJFzVBTp8UhsvJPbCRyn,618.0,84d10033b1e1dd65e5f7b7116204d22983845ce9c2b3259541dfeb84205ac682
17,1,TB4GjpXKNMMWojDQ8J2XK31UXx3mjyh9Cf,TGWdqStvtxbET48dyatBoHjmfwj4y6BZr3,20.0,baa8c834d646decbca54ebf1092073764677eee32d52695cf668243d1fe9ce41
18,1,TWBPGLwQw2EbqYLLw1DJnTDt2ZQ9yJW1JJ,TW78RMHx6dp3t3f6dwo7cfYRWLixfCPkVQ,13.74,3ccab872fc64c5400404b81ceedee3d086a460a8d8ba6bc97c26ff48fe03e381
19,1,TMGRFVDTWrv7RMg1yS7TRRrD1LqHyYc2zN,TADk3NNDsFyACX3PES9f3L3euGhVcaqahh,14.67,75d32c1a6c7c05ff7aec5b2d99ef6f1a3f955ccfd94ad6667347bd306600959c
20,1,TBky9gy6gc39v9RhCpFZgBA2zBDfcK9uX2,TBrFmYUNgcPWhBM85R4Dsu9gntbUgyM6QS,1150.0,69dbb1f11b9331d8da9fdcfbd73219eb67ceb14ff8e17cdb45f431bbb0c24962
21,1,TJL8TfoG5367KbahBy8V2q1BzL53kYYYyy,THuSEwjmanWhfm6qrUrqEBATq6w33NjQNs,30.0,36ba190cf0fc4a392594b1acc011650f54807623013b026daf218e350debaf25
22,1,TSJMKt845ub18bMdxpp3tA1XXoC7caYqjE,TZD5FJbiyau7uV6cvKjHXWxV5DJu3RFFFF,388.0,0162b02bddf2bb8d3a4c53dcac695601e33eda211cc04da11016683bfc7014d6
23,1,TNXsSmZ5yH4qh829n5NAJo3VjPRdFMK8tK,TK4dNnHTSXnUWhNgZUA4DNymz4JPdusk4w,618.0,b75c9b7d94ec5a48160c1f6c551c3bee169ff8d6c16272c01a3ee086098d75e2
24,1,TEGq5b8EFBTUxcnFBCbJwH3T6FxLe1UuF3,TWMNjX8dLciJaToqDK3pLbxYrjJKqFfFFF,32.25,70bebc25d5c350598debdfc4b885836f82c82255a04b6db8bca9f7eb5152a96d
25,1,TWMNjX8dLciJaToqDK3pLbxYrjJKqFfFFF,TCCnMciJvzYBj1TixYTxJ4nVbnN9fZU777,30.0,5d40b2d8757c06a94aa237d7d31868f4d3f367ad118b39cea2ea1c8155d7ccda
26,1,TSsHeiP7cZMa2vrEJ2L9ukNu9hjkoKiatg,TYz8xrQkoUAynHgeqYgcim2p1B5HUSEuEY,100.0,6edad5bb20775db3c364dca7e3418de89f6d4fd79fde50e7be27cdea62219f3a
27,1,TMfKwYzdbCUebbqTSyLzbDYGc4CM14daUp,THm5HtAszAGtc6M4DKjfyBAVr736sVNZXx,30.0,1688800643ea2b28ef3dfa7fe02e0a73e086284ff5e36caa45c2977e1a4d883f
28,1,TE2ag67AMGv8rPSXqh54jyeeWaC6ive6BZ,TKmqi1nf2Btpnb47sCr4aDG4q24Xdgb66R,123.0,8d50bc6623d18db9b0ab1758a29094d3983c1d8f9f005e1935543aee8fc2ff31
29,1,TQGftcjJVmPQBb4zHm2tP9pgmZhssjTotk,TYBFdtNqUHPKYRu4KQskc6FRN7SrfRM198,498.0,d9775d9c0134cde59663f0ea9c75738ff9e03b54ee9d603f15c5a7c1fb8c756a
30,1,TGSF4PayiWHMQtaUvWuy4WCxXXxXXXXSrr,TRkm6BohKfb5Rr5QJq2WME4cTKH6wMJtZj,1280.0,53bd7e100d99527f3fe4a82d6b9af372f11d61d49e3d66d0a1c5604121df88ff
31,1,TP3h4xJq73U8DmBC7MgJZNNxX8K9GX5VBW,TVmQM7BP7GdMHKY9hUEBjttCTJSaDHN888,110.0,edf9bc6cba1ee8f82d6a5eba703495561691684d16dbb73cc4b1209cedbca391
32,1,TPRZ1aFTjfwBdU3RyRpnrw7rJeD7MCsoZJ,TSQCpEVcYqABuWgDrrumHddppp8yYcSvme,618.0,32485cbb610746c87b134ed676c4317852bb0cc31222dccfc357481fa5ade5e5
33,1,TFUTu8LmiKTMPqLqF1LLk1WPTnxdC4Rf18,TYcFGM22aXzudi5c7S3KybsWg4fqL85QE2,100.0,551c1c1426f1f0458abc98762079fa3fade60f5894c2c49788847d4e7fe4840d
34,1,TMfKwYzdbCUebbqTSyLzbDYGc4CM14daUp,TSsTcZJcWun7PuLbYLmKeoHGr7CMwvTJsM,13.4,5a55286657870bbea7292b210ad081b5e0388c0b946b875f2e20396eb3b1b6d5
35,1,THjLU9A5Da5foASiT3qSAp8W6zwvqP5Rr4,TWMNjX8dLciJaToqDK3pLbxYrjJKqFfFFF,46.42,2d9ec78b7798ed6aac8d3a3eb63622318a7cf0790298800d4db0e68fa1a31efb
36,1,TMfKwYzdbCUebbqTSyLzbDYGc4CM14daUp,TUxPs8hHxnhG93pbmE74EhNUPm1Ne9pQ9K,13.4,7a0bf63da6ca57999198b1cb91a1991b7b48c9d3e52a573e71b33d957f0a1103
37,1,TGChy31r73XANH9K5imhZUtXKFbMtMmJhC,TZFFbmDTk9ye8wfndRq4GYupGVcHsnVEny,215.0,7397e176547b4311e2f9b95ed28ce7ca39ed6ed009775536bc916c2ff8f8e7f7
38,1,TWMNjX8dLciJaToqDK3pLbxYrjJKqFfFFF,TN5SuD5N4vuTAKaThMUPA7gWqaYjNMyYrw,30.0,5cea6856ea944731f8878bc81d44760ce8981b4543737384907625e77c518b18
39,1,TEuviEDdt8n4yHSSNfSm97dVSTqQZkbw4h,TRi62fguDvwG9PKC7UCTbZSboiZRr9CAsC,11.0,4bdca70ce311565cd1c64c1f63b909eb7d044e99be5e82071bca837c842d2827
40,1,TB4GjpXKNMMWojDQ8J2XK31UXx3mjyh9Cf,TJtQ317XmSoMH8TbNYnF498q5E8nJrjd89,20.0,05e1a25bdd8a6cc24d733b463a553d7661d485f7dbb8131649ff6d74fa65cff7
41,1,TTGYYLAxonsWwjtgK2Uf2gx7hNskT2ydfS,TWMNjX8dLciJaToqDK3pLbxYrjJKqFfFFF,23.56,c09fc02c123bbeeb5780c8cd5254d68fb1536d0a3e5ced62128e4af81e03e815
42,1,TVS1rtEao8P8PfyzPBmjSzspotPV3HjtWY,TEJpg5qGKV273qTqFyvfJ95RyP8trcv8UT,1681.68,56cf481ad8b65232407287a917842a048f50319539a60978daf443d19bb06591
43,1,TPRZ1aFTjfwBdU3RyRpnrw7rJeD7MCsoZJ,TUUsibQeb8GKetz1AdXR12vVnhP7HMnod9,618.0,6855f1f75aa9a977cc9fba7210d031b98c32b9318e4518569755cf0bc6cb9826
44,1,TKcV2xXEUA1Px8xLcNc2sQCkm2vh4wX6wj,TWMNjX8dLciJaToqDK3pLbxYrjJKqFfFFF,16.64,c455796a8c046f4a5f08e4c71afdea10a8f46ca2308aad339a811aa3f279e03e
45,1,TYs6tZ69Cg8Bo8zxycxMCcMSUx4KUsQqLp,TWMNjX8dLciJaToqDK3pLbxYrjJKqFfFFF,16.6,09f0446233a0ee1828bb88584d5c3b5e95349e20895ab5d65707028395c92fe4
46,1,TWMNjX8dLciJaToqDK3pLbxYrjJKqFfFFF,TUg1QRWpobbvkCQ4QtfvpMSqw1qiJ4S3oN,30.0,b7297a9ebacd2de0609bea3a4b92b8e77eb67f31560b436d2552aecf4528fd84
47,1,TPRZ1aFTjfwBdU3RyRpnrw7rJeD7MCsoZJ,THHgSNLqVD5y8DYzMuWihJVrknaHDviv9B,618.0,8d8c8ff80168c212795b20ddffa50728899114927003d6480b32f16216ba63c6
48,1,TQ9Ad33M1j1mhGnJjEsP2CrkFjTmt7FS9K,TTYV8UGmwHUontLGsEToqGQv74TpUZCfrW,10.93,1d6204ef8a16efc6b155475d8fa2c9030daa9bcc5543708573ac7230c92d5fd2
49,1,TPRZ1aFTjfwBdU3RyRpnrw7rJeD7MCsoZJ,TYxwoAUoeo26pEq1ZDKpVPXYBdMZvKY3Sq,618.0,7e94a774dc61abcb5a66e75bd8ed1e204ab83a440145213ce65535759aa0b920
50,1,TB4GjpXKNMMWojDQ8J2XK31UXx3mjyh9Cf,TGrdygSGbrqXRmtp1Qtjc9GpTCr3nnjgbn,20.0,9656b9ed614b51ad4500eee7ecac4a2b7ee525e9a742e905213b99ffa91e446f
51,1,TQwNuqNLJ4DpHhHpdkBeJnUNkFfxhCCqJK,TWMNjX8dLciJaToqDK3pLbxYrjJKqFfFFF,16.63,2d7fa69ac658c77275e645c7a784eddddd23f4dee2cfb6bddab0850d072ae84e
52,1,TXbUcfM8SVDmpY8ULwZSQphXzT3R1Sw1cw,TPqpL3CktCzjC79SSepF5f6VuMRpgGAtrw,140.0,64b3a4faeab16eba7536908abce89ae13bbb452c64950f2be67c02bd9d74371b
53,1,TGx2YNgw5mbwnNq3cujHzB9sCK6GxpvX1y,TGR3xRu48ttYsR8veXBACWTJHWUb4B8888,11.0,da5129dee48f7460ed4a936254467eba453501e40e0c98f77744f337abb83b84
54,1,TNb72zXugHuH2Cz9q4zhMLzQkDkVXmKpzv,TWMNjX8dLciJaToqDK3pLbxYrjJKqFfFFF,18.81,2a02c9a56bcbedbcaa8bda5062b5d8fea5c0ea6def46fed39690d7751a7bd9e9
55,1,TEhKei25fTiRSHZjmKA6QRGa1sDA4jEEEg,TMXHDPoy6dZVvBzs2xRXqCRmRp6vi7t7xL,618.0,8ecc6cbbe46ee545fc1b6ac7a2a589330146838e055d8bd7633a56ae28a29997
56,1,TU4vEruvZwLLkSfV9bNw12EJTPvNr7Pvaa,TXtkkxCPt3N2pEZaeaa8xsVEkZxd6geBbS,2037.55,7301ba7fb15e637badb1b633cd11b58f0f88d4b0d7a976aa933bf4dc7a0ffcc3
57,1,TVJb5dyNTPLg1d34nRovQpFmqYBqfjWjGm,TWMNjX8dLciJaToqDK3pLbxYrjJKqFfFFF,29.39,cde7c04c667a0fcdad7e1ea084040f393e5574a775e84a1236915fc1b769e22d
58,1,TNXsSmZ5yH4qh829n5NAJo3VjPRdFMK8tK,TQSPUm4e6bDieRmCfHj64fn68hJcKC22py,618.0,f051094671c6aea593c4241ea06b16864353d885b812dd5f0bfaa45cd6375b77
59,1,TFUTu8LmiKTMPqLqF1LLk1WPTnxdC4Rf18,TPUcR3jRsVS7PEt5358eTRp78xjhcJyimL,200.0,70f9326c96c4a010c0257c0b9809d1cfb0c7e581a9a96dfa968e1b967102b355
60,1,TW3WXRdrzU61oVdu8uQyxzGVfYefGqkCmt,TRfcnbitrJ8Kb9THdEoBCkD7ZxSR8D2vxP,20.0,2fea2da00ecbaaad85acb1ab12093f51d8728f1c79b14b538d7babb4be9d41f8
61,1,TPRZ1aFTjfwBdU3RyRpnrw7rJeD7MCsoZJ,TNi94qn6nvnWnZR7wd9VR5bsZBo33r2x8Q,618.0,d1b49d2e5f9f163d5f931de9fc0178c5ab861dc70631d031a0192725ef4171a7
62,1,TMfKwYzdbCUebbqTSyLzbDYGc4CM14daUp,TSDb1E5AFTvSEgEz5DCocheCKG8mpQ4mci,30.0,aeb24f9f131e4e22fe078dff87fffd4f95dd3ffbda9835cf71189f8c8b97d17e
63,2,TBREsCfBdPyD612xZnwvGPux7osbXvtzLh,TRZgYAP8rX1JreCo7AUTd1s9jbFE7BadZG,20.0,7ffb996f69e3cfc2a5a283da87485c0d79bb502d199e5afaa2fdd158386c04ac
64,2,TBREsCfBdPyD612xZnwvGPux7osbXvtzLh,TKf5fWzFYYiCb5fUXQQrgdUahD3Qz9qNZH,20.0,a8a837f5d96b8bb80cba5e4f9a7548438fa2802cb11d565c53d47ce6d886e3ae
65,2,TBREsCfBdPyD612xZnwvGPux7osbXvtzLh,TPwEFmYxh2yr5hzF1hibU1usPGk6kaG9Uw,20.0,bcc406a779d20d6fb037795fb0f68ab2ff799896c331547f114d348fe215868c
66,2,TBREsCfBdPyD612xZnwvGPux7osbXvtzLh,TBMJJtrkBArppCWQ65npAYeyGvzKcd8e9A,20.0,43eeaadada884ab514a70cec84b7a6013aa6418101d660b74d4b60a0d0d166ea
67,2,TTksN75AkfCYuw6VazGsPbZQheGPzWiLVd,TAR8wQXzEvCFuRutSSCWMGJhhH2HBiHmsg,30.0,40ff32e4fe307631562a7d23eb4b3f16a6f201f80dfa983d8fe77411cccc09c1
68,2,TJzBrg5JwvrfFdt9XCN3yfxKqXFSLzJtyR,TAWE8B9DXDgTmfr3bhFsjZ4U8Jx4nFTTTT,11.0,21ef3fcc36c4fc9a199bf50669d0f0406e5d558a1b38486b29d32549b40a8874
69,2,TBREsCfBdPyD612xZnwvGPux7osbXvtzLh,TFeB7FQsAFzmFivUa3859Af3EobeHrcq1w,20.0,2eda7b003153ac358eab5fc527b2986dfbb3da91a092d005582c2f01ef35da3c
70,2,TFSPfogZtiSmYaz1VxrzozkMgn72pnb9MB,TDajq5XTEk4iquw8Sg7Vra1PenDFB9MQVX,55.74,62fcd8876d1572539392a831a8c38e5872e06c56fddb94eb7d638042d559f91a
71,2,TBREsCfBdPyD612xZnwvGPux7osbXvtzLh,TAkPJr6j82YxEmtkn98wdMgYk6vLTt21hH,20.0,ff8cde8fa88bf4f17289718f42f655987a8027dcf4c57cacab1f3a85d3789955
72,2,TBREsCfBdPyD612xZnwvGPux7osbXvtzLh,TY9dQs7Nm5KFkGGbbdkmAe9ggo99Z3P9VY,20.0,9da401cd4db856c5a8c3c3c1e75768d56a2a974881df6e448365297f17fbf54b
73,2,TBREsCfBdPyD612xZnwvGPux7osbXvtzLh,TJJMnsGn2dxSEiEnnjBBuSpr8eXRyrb8ed,20.0,cabee9f8847a44a3e2cf5518c03aa836835d27db09cf438707234c498445bdbb
74,2,TBREsCfBdPyD612xZnwvGPux7osbXvtzLh,TVAr59MGYmRq1bdt3bSrFNnavfXWRj3GSr,20.0,468f86f99982ce02539ed3e1e095c1df528212927665b16d97c738c6e5353798
75,2,TBREsCfBdPyD612xZnwvGPux7osbXvtzLh,TFBsEyRfHHgM65CZfsKmzvrfx3yv2VFyRG,20.0,6bc5b7a922fba689a74c2c4180d52be4c806ee1f2ecf5231f792b860c25d4407
76,2,TB4GjpXKNMMWojDQ8J2XK31UXx3mjyh9Cf,TLnnPXAmsnght3UC5gHn8xMyxTczuW3kPg,20.0,ec810d09cb43eca628b2143a231629c63b9c2ca4e6e9a7d258f937f9022828a7
77,2,TBREsCfBdPyD612xZnwvGPux7osbXvtzLh,TQjPsbCpH6AKdsBZsWeqeTKDt3NPiRvFxX,20.0,14acac114e7763e1d00b4028a5b0a5f0eec8ed63924f730ae93a23eb14a71881
78,2,TCQsoPKuTHQXa8LwP4ukVrf4oVasQJmHgx,TWMNjX8dLciJaToqDK3pLbxYrjJKqFfFFF,16.6,978f1081792920c62f261e19346929d33ff6da6b4cdab0647ce9a9c986cfec4a
79,2,TMg8KcynV3PJc7jwF1FEFNVezr4nZjNxRX,TMNs3dopNV256zWgfAAYSHNrK59TrrQ8ef,618.0,6d29f3890d08c1a25f688a10ad20e8ab146d19f23b09685868e1a11da91c1d9b
80,2,TBREsCfBdPyD612xZnwvGPux7osbXvtzLh,TJhxChf67ULnLR9BAF98nu5yBdeMaDyFbY,20.0,ba58e283faef1a55ddbcb025fc8abf6306a165133d53391428d0bd5a5d0f95b4
81,2,TL3QBVVzyXkowKcPd5W685MMBndrMkGm59,TSkbTnuQFeXmeRjoKhvAaAdF6ocXxRRkoo,288.6,f8ce84567c9049abbad91ac2ab974d7e6844f78b8efdd90fa80b39222d76751e
